lst,lon,lat,dist_to_industrial,is_industrial,factory_density,power_plant_flag,transport_hub_flag,road_density,impervious_ratio,dist_to_green,dist_to_water
8.755,121.19171498056468,31.782394752148686,,0,0.0,0,0,4.182941867325123,0.004182941867325123,1.4407714070571782,0.4109041247948581
8.858334,121.20069813340588,31.782394752148686,,0,0.0,0,0,5.445476150450694,0.005445476150450693,1.6570659931763,0.37136386345429306
8.896667,121.20968128624708,31.782394752148686,,0,0.0,0,0,6.044861113146672,0.006044861113146671,0.9412507416425748,0.4406469742117432
8.965,121.21866443908827,31.782394752148686,,0,0.0,0,0,6.7080104335762645,0.006708010433576264,0.2276260046409905,0.7318952525325761
9.158334,121.22764759192947,31.782394752148686,,0,0.0,0,0,6.975820736057446,0.006975820736057446,0.4400831293267306,0.9901940844440871
9.158334,121.23663074477066,31.782394752148686,,0,0.0,0,0,7.460429854832918,0.007536947084113255,1.266954560555994,0.4067723051331464
9.078333,121.24561389761186,31.782394752148686,,0,0.0,0,0,7.792004515047713,0.00786852174432805,2.112901851121655,0.7365748711800163
9.071667,121.25459705045304,31.782394752148686,,0,0.0,0,0,8.238355019183016,0.008314872248463353,2.961621031692249,1.1050783383069047
8.738,121.26358020329424,31.782394752148686,,0,0.0,0,0,8.365883734650247,0.008442400963930582,3.334017855107593,1.7866515126091913
9.082,121.27256335613544,31.782394752148686,,0,0.0,0,0,8.08532056062234,0.008174590661449401,3.6467964755935687,2.5705142958906855
8.966666,121.28154650897663,31.782394752148686,,0,0.0,0,0,8.008803331342003,0.008098073432169063,4.110487032463225,3.3868133027554617
8.97,121.29052966181783,31.782394752148686,,0,0.0,0,0,7.664475799580484,0.007753745900407545,4.684141762783133,4.216751192711034
8.983334,121.29951281465902,31.782394752148686,,0,0.0,0,0,7.192619552351736,0.0072818896531787955,4.233403115318593,3.781801840658903
8.828333,121.30849596750022,31.782394752148686,,0,0.0,0,0,6.42744725954836,0.006503964488828697,3.802317499990545,3.245944885868426
8.675454,121.31747912034142,31.782394752148686,,0,0.0,0,0,6.2234013148007925,0.00629991854408113,3.399623793755495,2.500478565033718
8.840909,121.32646227318261,31.782394752148686,,0,0.0,0,0,6.172389828613901,0.006248907057894238,3.1650760714986497,1.7546361251149645
9.044545,121.33544542602381,31.782394752148686,,0,0.0,0,0,6.070366856240118,0.006134131213973732,3.150420097614071,1.0077180574316946
9.044545,121.344428578865,31.782394752148686,,0,0.0,0,0,5.573004865917923,0.005573004865917923,3.358533653295438,0.23108311249239039
9.41,121.3534117317062,31.782394752148686,,0,0.0,0,0,5.317947434983465,0.005317947434983464,3.752532046573119,0.5313245007089855
9.833333,121.3623948845474,31.782394752148686,4.747376044338869,0,0.0,0,0,4.769573958474378,0.004769573958474378,3.222809291066263,1.3251727850168107
9.891666,121.37137803738858,31.782394752148686,3.97538648104599,0,0.0,0,0,4.080918894951339,0.004080918894951339,2.562811497075323,2.1193356548627134
9.956667,121.38036119022978,31.782394752148686,3.2397246647523783,0,0.0,0,0,3.7110856200963744,0.0037110856200963742,2.0487398539953636,2.1098470959516793
9.886666,121.38934434307097,31.782394752148686,2.5543820579462375,0,0.0,0,0,3.21372362977418,0.0032137236297741798,1.800659661358234,1.7740396524663746
